,Text,Labels
311,"Will I come here again?  Yes absolutely for drinks, they knocked the Ketel One extra dirty blue cheese olive martini outta the park.  The ambiance is very nice.  Of the 4 types of reviews I give (awesome, OK, bad where they get slammed and bad where I hope they improve) here I am giving the heartfelt \""bad where I hope they improve.\""  Our waitress was very friendly and did a good job.  I mentioned the gritty redskins of the mashed potato.  We went with appetizers she recommended.  Not good.  \n\nSeared ahi tuna: horrible flavors mixed with the rub, the prep, the tuna wasn't cool inside, the chips were not good, there was no soy sauce but there was wasabi.  NOT good.  With heartfelt advice, compare this against Outback's ahi tuna appetizer and it's no contest.  The chef should do so.  (He's a nice guy like me I hope.)  \n\nBBQ shrimp: go try Redstone's (Philly) buffalo shrimp appetizer.  It is chilled, very delicious.  This appetizer was recommended and was garbage.  The barbecue sauce was horrible, overwhelmed and left an unsavory aftertaste in both my and my clients' palate.  Gordon Food Service or Sysco BBQ sauce.  A real \""must-miss\"".  \n\nCod entree was OK.  The skillet beans were too firm, too mature, they need petite green beans.  Potato skin had grit in the mashed.  Why 1 star?  The price was close to Capital Grille, but far from the cuisine.  I hope they spruce it up.  The place is nice.",0
312,"The service was mostly friendly but I was disappointed in my meal. My meal was way over cooked. The soda was flat and the carbonation needed changed and I felt like we inconvenienced our server by asking for new ones.  Overall, I thought it was mediocre and I was expecting more for the prices.",1
313,"The food was really good, but the prices were pretty high and the portions were on the small side. The desserts were the high point of the meal for me. I got the \""shark fin\"" pie and it was really good. The waitress thought I wouldn't be able to finish it... but I showed her. Take that, waitress.",2
314,"I have passed by this place a zillion times and never given it a second look.  I thought it might be a Red Lobster knock off.  Then I asked a friend if they had ever heard of it and they had, and liked it.\n\nI was pleasantly surprised by how nice the ambiance was inside.  Very cozy.  Much more upscale than I had thought it would be.  The service was terrific.  Lots of things to choose from on the menu.  A bit pricier than I had imagined.  Most entrees were anywhere from $17 to $30.  But this is Pittsburgh and this is seafood.\n\nThat said, they started us off with really delicious sour dough bread.  Butter was soft which I like.  Our entrees came pretty quickly.  I had a seafood assortment of blackened talapia, grilled sea scallops and salmon cooked on a plank.  The scallops were just done, I like them cooked a little more.  Everything else was pretty good.\nMy beloved had the crab cakes and really enjoyed them.\n\nWe'll probably be back, but will order something different.   We liked it.",2
315,"Food was only ok. Had lobster bisque soup not to good. Had the shang Hai Seafood Sampler. The scallops were hard, over cooked. The samon was good. Shrimp had no flavor. I will say the service was the best. Our waiter was great!!",1
316,"We had a bigger party and I think that might have flustered the waitresses just a bit. They forgot about our waters until the food came out, but were super apologetic when they did bring them. The food was ok. I ordered the crab cakes they were a bit heavy on the breading, so I would give them a rating of, \""eh\"". My friend ordered a steak, asked for medium rare, and it came out...well done. He was too hungry to complain and just ate it. We might go back again, and this time maybe take a bit more time looking over the menu.",2
317,Beautiful decor. Very genuine staff. Very clean washrooms. Delicious food. I tried the market trio. The blackened tilapia was nice with a little bit of spice. This is a great place for a seafood lover.,4
318,"My husband and I went to Mitchell's last summer for our wedding anniversary. We both took a half day at work and we arrived in the early afternoon (after lunch but before the dinner crowd). I can't say enough about this place...we have gone here on a few occasions and I've always been please with everything. \n\nPros: Nice friendly waitress, who took some time to take our picture (since it was our anniversary), food was excellent and not extremely overpriced, restaurant and bathrooms were clean!\n\nCons: None on this visit or any previous visits",4
319,"I have eaten some very good dinners here.  Although it's a chain, I would say it's several notches above the other chain restaurants.  The chef here seems to add some creativity to the menu, so I will be definitely back again soon.",2
320,"Went for dinner Friday evening with friends and sat at the outdoor patio. It is so nice and relaxing there with the river and bike trail. The sourdough bread they serve is always hot and fresh. The Chilean sea bass just melts in your mouth, it was awesome. The Cod stuffed with shrimp and lobster was also very good. I had the carrot cake for dessert, it is big enough for 3 people. It was so delicious. My friend had the creme  br\u00fbl\u00e9e, which she said was very good. I was here 3 times this summer and every meal was excellent.",4
